"rating","reviewContext/null","text","name"
,,,"Stacy Adams"
,,"Techs are knowledgeable! Great help finding obsolete parts","Rick Mcnamara"
,,,"Joshua Jackson"
,,,"April Jordan"
,,"Responds quickly with friendly service. Reasonable rates.","Utility Superintendent"
,,"Called several times never got ahold of anyone kept going to a full voice-mail.","Richard Rivera"
,,"Kyle and his helper are very Professional, respectful, courteous, punctual and hard working. Changed an attic fan out in 120 degree temperatures, also got to me within a 24 hour period. Would highly recommend!!","Randal Douglas"
,"Yes","Kyle is extremely friendly. He shows up when he says he will, which means a lot! He did a great job for us","Lori Gilbert"
,"Yes","Professional and courteous. They did a great job figuring out my old panel and adding a new 240v service that met code and didn't break the bank. Also quickly fixed a lighting problem that hadn't worked right for years. I highly recommend them for any electrical work.","Chip Eitel"
,"Yes",,"Ricky"
,"Yes","Kyle did a great job wiring our hot tub.  Very knowledgeable and is conscious of sub division rules.","Guy Grissom"
,"Yes","Kyle does excellent work at a reasonable price. He also stands behind his work. I highly recommend him.","Billy Jay McNeil Jr"
,"Yes","Great person!  Very neat with his work.  Highly highly recommended for electrical work needed!","Preston Harrell"
,,"Caper Waller is the best ever! I highly recommend Waller Electric, you will not be disappointed!","Edith Eiland"
,,"Booked an appointment on Friday for 8 am the following Wednesday, 8 Wednesday comes around and no electrician, 8:30 still no one, by 8:45 I call the office. The lady who answers says she'll find out whats going on and call me back, 10 minutes later she calls back and tells me she was sorry they had lost my appointment and something about someone being on vacation and offered to send someone out Friday. No thanks, since my business wasn't important enough for you to keep up with the first appointment I'll take it somewhere else. I hope they're enjoying their vacation because I wasted half of one of my vacation days waiting for them.","Wesley Downs"
,,,"THA 1"
,,"Great Service!!! Residential and commercially these guys are the Best of the Best!!!","Ed Moore"
,,"A place where employees insist calling you ""BOY"" instead of sir I honestly will not do any business with them anymore.","Esias Shark III"
,,,"Sam Smitherman III"
,,,"Ken Wall"
,,"Doesn't do electrical work anymore.","Joe Gillenwaters"
,,,"Dennis White"
,,"They were promp and were professional.  And FRIENDLY. We will use them again if we need an electrician","Sharon Blackman"
,,"Came when he said he would and did a good job!","Nadeena Power Kersey"
,,"Prompt professional service.","Fan Morrison"
,,,"Kristi 713"
,"Yes","Excellent service. Really quick response.","Jaymi Carter-Ritchie"
,,"Tommy did a good job on my electrical problems","Alex Onder"
,,"AVOID!!!    Asked for a estimate got left with no power to my central unit and all but two screws left in my fuse panel. AVOID AT ALL COST!!!","Just mail"
,,"Didn't receive a receipt from them like I requested so i dont know how long it will work so not pleased also the recommended a plumber bryan they unplugged my freezer so im not happy with that I'm upset about that paid for the plumbing had to fix myself","Melissa Oldham"
,"Yes","I’m not one for leaving reviews, but Tommy with Turner Electric is worth it! He was able to figure out why half the power in my kitchen was out, repaired several outlets…he is honest, fair, down to earth and was even patient enough to explain as he went! (I tend to hover lol) I would absolutely recommend, and will definitely save this number for any future electrical issues that come up!","stephanie decheine"
,"Yes","We have had an amazing experience every time Tommy has worked on something in our home. He is friendly and gets the job done every time! Highly recommend!","Carole"
,,"I hired this company through Angi app because the electric outlets in my living room hallway and front porch stopped working.He called himself doing trouble shooting and I paid him.$350 for the work he did that day. I got no receipt no itemized list of repairs. The problem reoccured and was made worse because lighting in back of home wasn't working. He came back out the lighting in back of home now works but the original problem still exists. I've paid him $600 in less than one week! I now have to start over and find a REPUTABLE electrician.Amgi needs to vet the workers better BEFORE ADVERTISING THEM ON YOUR APP!","Angela Destiny"
,,"This man is like an Airhead when it comes to Electric work. There is no way he should have a license. It took him 2+ months to do a hour or 2 worth of work. Some of the extra time he took at my home is repaing the walls he damaged in my home and waiting for the proper paint color match to arrive. Don't let this man near your home or business. His name is Gary and his Assistant is Terrance who has even less of a clue!","Colette Rutledge"
,,"This electrician is a disaster. Gary arrived at my home on 10/31/23 to provide a quote to update wiring on a 3-way switch in my kitchen. I agreed on his price and he showed up late the following week with a helper, who was a professional young man, unlike Gary.

After pulling switch plates and switches out of boxes. Gary decided he started too late and would need to return another day. I explained my travel requirements and the upcoming holiday and he agreed to return the following Thursday. He left my home with exposed LIVE wires and filthy finger prints all over my walls, despite doing no work!

The following Thursday Gary was a no show!!!! When I called he apologized and said he forgot or got too busy. I told him to return to my property to put my switch boxes back the way they were and collect his materials. I called him again on 11/17 about his intentions to put my boxes back together and he made more excuses about his assistant no longer working for him( no surprise) and he could come on Thursday…Thanksgiving!!!! I told him no and that I have family coming over and this is a hazard that has to be correct asap. He told me he would get back to me.

When I told him I would report this to the county, he said whatever.

This man is a disaster and unprofessional. Run!","M Phillips"
,"Yes","Great Job! I called Mr. Gary H. and problem solved!!!

Now - l will say. Talk of fair pricing, problem solved to the root, honesty and transparency, not to forget timeliness for a weekend job.

#PeaceOfMind #Trustworthy #Great Service

Money can’t buy any of those qualities.","Virtuous Women Praying Alter"
,,"When I called and texted him, I hadn't heard from him","Kathy Edmond"
,,"G&H did an outstanding job on this house and with the appliances as well. Gary is a great Stand -up guy who truly knows his trade. I wish I could give more than 5 stars. Great job G&H!!!!","Jay Jackson"
,"Yes","Gary replaced our old bulb electrical panel with a new upgraded one. He was very nice and professional!","BJ"
,,,"Courtney Thomas"
,"Yes",,"Zach White"
,"Yes",,"Michelle Scott"
,"Yes","If it was possible to give 0 stars I would. These people never answer the phone. When they do answer you get the owner of the company and he proceeds to tell you that his technician will call you back but he never does. My warranty company dispatched this company on April 8th to fix my washing machine. It is now  may 4th. I called around the 18-20 to get an update from the company and they told me they didn’t have my work order number. Never once did they think to call me or my warranty company to get the work order number. This is terrible customer service. The straw that broke my back was the owner last week scheduled and appointment for today may 4th to come fix my washer. I called the company twice and didn’t get an answer. I had to call my warranty company to get them to answer and come to find out they won’t be at my house until tomorrow. Never once did they call to tell me this. Never once did they tell the warranty company. I don’t know if it’s the technicians or the management but stay away from this company.","Garrett Reneau"
,"Yes",,"Bonnie Ferguson"
,"Yes",,"Meme 2"
,"Yes","They took $85 service fee and never return","Alvin Will"
,"Yes","Gary answered our Saturday afternoon emergency call and traced the issue back to the meter. We got the power company out right after he finished and they found the problem. He was professional, thorough, shared some of his expertise, and just a very nice person. 10/10 will use again!","Jaimie Gonzalez"
,"Yes","I needed a disconnect for my water heater Gary was the first one to call me back. he came out the same day and gave me a quote the next day he had it installed he's very professional and friendly.I will definitely use him for future projects.","Brian Johnson"
,"Yes","I had some issues with my lighting. Some kind of way I messed up something and had no power in my bathrooms. Mr Gary was the only Eletrician to call me back, after calling several companies, and fixed my issue the same day. I would highly recommend this company to anyone in need of their services.","Angela Hill"
,,,"J Jaxn"
,"Yes",,"Eric C."
,,"Gary of G&H was very professional and corrected the wiring issues I had very quickly. I am already working with G&H on another project.","Mark Lupo"
,"Yes",,"Eric Vaughan"
,,"Gary was very thorough and professional. He handled  the rewiring of my pool pump skillfully. It just took one diagnose and he solved the issue. I would recommend him to family and friends.  I will use Gary again.","Mattie Lee"
,,"Professional, prompt service. Gary knows his craft and I highly recommend him for your electrical and plumbing needs","Rhonda Doleman"
,,,"Steve Abney"
,,"Long wait","Rachel Stallings"
,,"They would not help me when I really needed it to.","NATE GOODMAN"
,,,"Brandon Holcomb"
,,"Very professional did job and left everything in orderly fashion. Would use again","Brenda Watwood"
,,,"*ÅMÅRÅ* *KIRCUS* (*•*ÂMY*•*)"
,,,"Ramona Watson"
,"Yes","I greatly appreciate the work the guys at Williams did for me , they were informative about what it was I was needing done they always showed up on time , on there first visit they assess the situation knew what needed to be done and immediately began necessary repairs I would 100% recommend these guys to anyone needing electrical work done , they replaced my meter base and rewired my breaker box, I thank you guys and appreciate the efforts put in to assure the job was done CORRECTLY","RARE REEFA"
,"Yes","To start they had already no-showed. They then showed up over an hour late. They were supposed to install outlets in my detached garage, and power to the shop as well. In the process of doing this, they damaged the wiring in the ground. They dug directly where other wires lay, and cut them. Then they repaired them with electrical tape alone, in an area where it floods. This is not the proper fix for this! We went not even two months and realized that they killed the line that goes to our well, leaving us without water. They will now not answer any phone calls, texts, or voicemails even before we knew that this is what they had done. Everything about this has been shady and beyond poor professionalism. Save yourself the money and go with a better company who will do things the right way.","Jennifer Burnett"
,,"David is the best electrician I have ever seen! He does amazing quality work all in the name of Jesus!!","Preston Devillier"
,,"Contact them for a free in-home estimate, and schedule within a couple of days.
They've installed recessed lighting in our living and bedroom today and a ceiling fan in the bedroom. There were some track lights and other fixtures that had to be taken out and patched. The electricians showed up exactly when scheduled. They did a walk-through to confirm placement and got to work. Extremely happy with how everything turned out. They covered everything in plastic before starting and did an excellent job.
I will use them again to do the rest of the rooms in a couple of months.","Camila Harrison"
,,"Happy at last! This contractor always delivers! Our real-estate company manages several condominiums in the area and we always get electrical-related complaints from tenants. Good thing their electricians work fast.","Harold Thurman"
,,,"VQ3.5_ _"
,,"Scott and his staff are amazing at troubleshooting electrical issues. They were quick to respond and have great customer service.","Mandy Barbaree"
,,,"Melinda Velasquez"
,,"Super professional, honest and trust worthy!","Jessica F"
,,"We had to rebuild the service to our home. Scott was efficient and got the project completed on time. He was knowledgeable and fair priced.","Kim Funderburk"
,,,"Jessica McCullars"
,,,"Johnson Trawick"
,,"Scott and his team are courteous and knowledgeable. I can always depend on them to do a great job!","Flowers Flowers"
,,"Had problems with 4 ceiling fans.  Either the fan didn't work or the light didn't work.   Gary and Jonathan came to check it out.   He said that there would be no problem repairing them. He quoted a fair price.   He promised to be here and were there.   They were polite, courteous, knowledgeable and professional.    They did a great job.   Any future electrical problems I know where to call.  I will recommend them to my family, friends and neighbors.","Michael Termine"
,,"Called to see about getting an outlet installed as well as fix a switch that wasn't working. Scott and another electrician showed up, diagnosed  and repaired the switch problem, installed a new outlet, cleaned up the mess, and were done in about 30 minutes. The price was very reasonable and I will definitely be calling again for any other electrical needs. They were very courteous and didn't mind all of my curious animals.","Angela Cofer"
,,"Bluff Creek did the electrical work for our whole home renovation in Waterloo.  Troy communicated well throughout and was responsive to me all the way through.  The electrical aspects of the project went very smoothly, even when it was necessary to pivot to alternatives (as is common in renovations).  I will continue to call Bluff Creek whenever I need an electrician.","Richard E"
,"Yes","Bluff Creek did the electrical installation on our new pool. He  explained in detail what he would do, and took the time to answer all of my questions. Workmanship was excellent at a reasonable price. Will call Troy for my next electrical project.","Beverly Peebles"
,"Yes","Previous 5 stars must have come from family members because this person is extremely unreliable and I am not the only person who thinks so. And he has been a no show multiple times.  Quality of work ok but often will take repeated  visits to get it right.  Will never use again","Randy Wellman"
,,"Great guys got out fast at short notice will use them for all my jobs","William Gibbs"
,"Yes","I've hired many different contractors and have always been disappointed. They usually take my money and do not complete the job or the work is shoddy and I have to call in someone else to do the job correctly and pay more. This was the very first time I called a contractor that responded immediately and did everything top notch. I lost power due to a storm. The utility company came out to the house and cut the power to prevent a fire. I called Troy and he was at the house the next day to do the work. Not only did he repair the meter, he called and coordinated the inspection and had the utility company come back out and restore the power all on the same day of the repair. He was in constant communication with me letting me know what was happening each step; and went above and beyond by going back and forth to my house to meet the Inspector and double check to make sure the power was restored. For all of his hard work, his price was ""extremely"" reasonable. Without a doubt, I would recommend Troy to anyone needing any electrical work. Thank you so much for getting my power back on. Top notch job!!","Diana Constable"
,,"I called and they responded so quickly. We decided on a day and unfortunately we ran into an emergency and needed it sooner. Without hesitation they came out and ran our plug. They were professional and very informative. From now on I will call them for all my electrical needs.","Bambi Sebelski"
,"Yes","Troy was excellent to work with. He got a hired hand, Jarrett, out to the house quickly and solved our issue. Jarrett was polite and professional. We needed our stove set up for a 220v. Simple fix. But they were courteous, proficient, and flat out awesome. 10/10 would recommend to use again.","Kyle Gvillo"
,"Yes","We called several places to get a repairman for an outlet not working. Bluff Creek responded and sent a crew within a few hours. The guys were knowledgeable and able to resolve the problem in a few minutes.  Thank you Bluff Creek!","Judy Dawson"
,,"The number you are calling is a personal persons phone that is unrelated to this company. Stop calling this number","Stephanie Cole"
,,,"djuna james"
,,"Awesome","no body"
,,"AART Electrical Services added additional socks in 2 bedrooms. The technician was very professional and did an amazing job!! We will definitely use them again!!","Marion Fletcher"
,,"AART Electrical Services did some subpanel and wiring work for me recently.  Due to some personal challenges I had in life I needed to get this done very quickly. This company came highly recommended by another contractor working on my home, and was able to fit me into their shedule on short notice. Did a great job, owner is reliable and easy to work with, provides high quality services with follow through to the end.  The owner ensures the customer is happy with the work and that the work is done correctly.  His workers were very kind and polite.  They all worked hard and everything is working well.  I recommend this company and would hire again.","LL K"
,,"Have used them for years we have been extremely happy with quality, service, prompt response and affordability.","Trisha Ergle"
,,,"sofia bates"
,,"This guy made an appointment with me 4 days prior, then day of, said he didn't have my address, yet he had 4 days to ask for it, then day of, waits till almost time to be here to ask for my address. I give it, and then he tells me he thought I was in Madison, 45 minutes or more later. I had company coming, so I asked to reschedule, then the dude doesn't even give me a time. I had to ask 3 times over a 2 day period, only to get ""Look, I'm busy, 5:00 p.m.""  On a flipping Saturday.  So I guess it must be nice to have so much work, you can diss potential customers. Steer clear of this guy.","Jim Ferrell"
,,"Ram's Delta Electric, is a very capable and efficient company. Ram & Rachel, helped us out w/an issue we were having w/an outdoor, walkway fixture (mounted on a brick pillar). The problem was resolved in a timely manner. Ram & Rachel, are extremely personable and so easy to work with! We felt we received excellent service at a fair price, and we would not hesitate to call on them again - we highly recommend, Ram's Delta Electric - give them a try, you'll be glad that you did!

Larry & Joni Hyatt, Huntsville, AL","Larry Hyatt"
,,"Great work","Paula “Yesenia” Palencia"
,"Yes","Ram and his team are absolutely wonderful to work with! He shows up on time, communicates great, and does amazing work at a fair price. Would definitely recommend!!","Symphony Keeton"
,,"These guys fixed what should’ve been a simple issue (previous owners were not electricians by far) and did it quickly and didn’t break the bank. They were so nice to me and my father. Highly recommend them!!","jenness34"
,,"Great company to work with. Top-notch electricians.","Steve Garner"
,"Yes","John went above and beyond for me, very professional and very prompt, thank you so much !","diana duncan"
,,,"Don McCord"
,"Yes",,"Drew Mitchell"
,,,"John Pumphrey"
,,,"Mason Whitehead"
,,"He was honest and reasonably priced","Linda Loomis"
,,,"Lisa Reed"
,,"awesome","no body"
,,,"Ko Ko"
,,"Friday morning we had a tree fall and rip the conduit pole down from our home leaving us with no power. So after a long stressful day of calling every electrician in the the area and almost giving hope of getting any repairs done by bedtime, or even over the weekend,
Kevin of Echols Electical reached out and let me know he was on his way, he got here around 5:30 pm and refused to leave until the job was done, and we were able to call the power company to come inspect and reconnect, so we would not be left without power through out the night! This man and and his crew were absolutely amazing from start to finish! And they were lifesavers! They worked for several hours after business hours in the non stop pouring rain to ensure that our family did not have to continue to go without power. And they did an awesome job. As we go to bed, with the power back up and running, I just cannot express how grateful I and my family are for these men’s hard work and genuine kindness this evening! I would highly recommend Echols Electrical to anyone needing electrical work done!","Alexis Shelton"
,,"Kevin is the best!   He responds quickly to calls & texts and even quicker to get the job done.  My elderly mother needed a security light replaced and he took great care of her.  I highly recommend Echols Electrical for all of your electrical needs.  His  crew is not only quick, but efficient and customer service is definitely the best.","Stephanie Hodges"
,,"We had damage due to a lightning strike. Called on a holiday and Kevin called me right back and he was able to come out very fast. Made all the necessary repairs so we were able to turn our power back on. Very fair prices, personable and respectful. He really saved the day for us.","T Y"
,,"Kevin and his crew were amazing. Super professional and knowledgeable. We needed a couple extra outlets and lighting added in and they got it done quickly and didn't leave a mess. I highly recommend them for any of your electrical needs. We'll be using them again for sure!","Carly Wood"
,,"Called and left a message, but no return call.  Not dependable.","Greg Black"
,"Yes","Awesome job done right and affordable 👏","annette pesante"
,"Yes","We had an issue with electrical panel and Echols provided same day service.
Very friendly, professional and economical . Highly recommend.","Kelly Milleruwa"
,,"Good guy does good work ..","Anthony Ledbetter"
,,"Left a message for someone to call me. Never heard from anyone. Called another company and they came the very next day and fixed my problem.","Charlotte White"
,"Yes",,"Wayne Martin"
,,"Needed a smart-home doorbell installed. This house's wiring is pretty old and hadn't been used in who knows how long, and Kevin was the man. He checked everything out then let me know exactly what would need to be done, and how much it'd be.

Once we had an appointment setup, the work was done quickly. He was very experienced and knowledgeable.

We had new carpeting put in and have a curious cat as well, and the extra environmental workspace needs were respected. All in all, we now have the doorbell system properly wired, ""Google Hello"" Doorbell installed, the carpet is still pristine (even with a trip or two up into the attic!), our cat isn't dancing in the streets, and it's not even the afternoon yet!

If you need something worked on Echols Electric will get it done! 👍","Nekuromu"
,"Yes","Kevin installed a new service pole and a new plug for our new house, he was very professional and came when he said he would, cleaned up any mess that he and his workers made and offered to come back and turn the electric on once we were all set. He also talked with my son when he was asking guestions.i will definitely use and recommend him again.","Shawn Burrow"
,"Yes","Kevin and his team perform excellent work. They were easy to communicate with, always prompt, and cleaned up after the job. We were very impressed with the finished product. I would highly recommend them for any electrical job you have.","kevin kimberly"
,"Yes","I was referred to Echols from a friend. I’m out of town and needed my mothers house checked on for various problems. Kevin came out and found the problem quickly, and they were minimal. He fixed the issues, and didn’t charge me a dime. Not many people do that, especially when they make time to come over immediately. I’m very thankful and grateful for his generosity. I’d recommend his services and will be sure and call in the future for any other business.","Stephen Whatley"
,,"Great service! Thank you for a great job!","Jennifer Jones"
,"Yes",,"Heidi Maze"
,"Yes","We've got a couple of other things that he will be the only one to do the work.  A++++++++++++","MICHELLE SIMPSON"
,"Yes","Mr. Echols came by our place and ran power from my house panel to an outdoor panel so My family can power our RV in the driveway.  We couldn’t be happier with the final product.  It is obvious from conversation with Mr Echols and watching him work that he is very experienced in electrical work.  From our first conversation to project completion Mr Echols was an absolute professional who went out of his way to make sure we understood and were comfortable with every detail of the project.  He is very thorough and did a great job of keeping the work area hazard free and tidy as he went.  As an added bonus, Mr Echols works great around kids and pets.  I am very picky about who I hire for any kind of work, but I will not hesitate to call Echols Electrical for any of my future needs.  I highly recommend Echols Electrical to any of my family, friends, or anyone else in need of electrical work.  Thank you Mr Echols for a great job that has made my family and me very happy.","Bryan Williams"
,"Yes","Kevin always showed up when he said he would, from the estimate to the completion of the job.  I had a multiple-day project updating an electrical installation from the 1970s and he was there promptly every day and worked into the evening.  Not only that, but he found some very questionable work that had been done in the past and fixed the things someone else had done incorrectly--potentially dangerous situations that could have caused a fire.
He was thorough, diligent and determined to make sure everything was repaired, updated and working correctly before he called it done.  Our situation was quite a mess and he traced everything down and made it right along with giving us advice about how to install things in the future.  His helper Colt is a great young man and a hard worker, as well.
He did everything he said he'd do, and more, for a very reasonable price.  We will be calling him again when we need him for future projects!","Natalie Grace"
,"Yes","Mr. Echols came to me highly recommended. I needed electricity run to my my barn. For the estimate, he accommodated my work schedule and did his estimate at dusk when we could barely see. He was very professional, and told me he would do his best to work with my budget. Not only did he do that, he found a better/less expensive way to do it! On the day of, he promised that I'd have power by the end of the day, and he nailed it! Even with a couple vendor-caused hiccups, he made it happen. And didn't even charge me for the extra parts! My wife and I had been arguing a lot lately because we felt like we had lost that electricity between us. But thanks to Kevin, I'm like the barn, and my wife is like the house! There's now plenty of electricity between us!","Jason Eck"
,,,"Jason Johnson"
,"No","I have called them for two separate issues, and left messages.  No one has ever returned my calls.  Very disappointing.","Theresa McIlwain"
,,"I have used Ram Electric for over 5 years now and they are wonderful!!!!","Robin Holcomb"
,,,"Lisa Spratt"
,"Yes","Stacey was really knowledgeable, professional, on time and did a fantastic job. He installed ventilation fans in both bathrooms and cleaned the insulation up, as if he had never been there. Set in a new stove plug, installed a new outdoor receptical and installed a security light. Super clean very affordable. I would call them again x 10!!!","Dana Ray"
,,"Service Rite LLC was very professional and knowledgeable.  Daniel and Brent hid the MC Cable whenever possible and the job met our expectations in every way.  We are very satisfied with their work.","Barry Crumrine"
,"Yes","Great contractor to work with , very professional, good work ethic and honest people.","Mossiel Gomez"
,"Yes","I don’t normally leave reviews but in this case I will for the excellent work done and most of it after hours he went out of his way to go back for extra parts that were needed and swapping out an electrical panel that he found small dents in all of which he wouldn’t charge over the quoted price. I will definitely recommend Browns electric service to anyone needing a licensed and bonded electrician. Awesome guy.that loves his family and his country","Brian Draughn"
,"Yes","If anyone needs any Electrical work done this is the place to call. Mr. Brown was quick to respond to my call and took care of my problem. I recommend him very highly. I appreciate all he did. Thanks Again 😊","Denise Crocker"
,,,"James Shepherd"
,,,"Joka Wild"
,"Yes","I called and spoke to Mr. Johnny  brown it was nothing but respect from the minute he answered the phone showed up same day to give me an estimate started work on my new shop a few days later he is very knowledgeable helpful helps you understand what’s going on gets the job done in a timely manner  does everything he says he’s going to do keeps the jobsite clean keeps in touch answers any questions you may have just an all-around pleasure to be around from start to finish this guy definitely knows his stuff We will be using him again on our 60 x 60 shop in the future hands-down the best guy do not hesitate to call Browns trust me you won’t regret it fantastic guy beyond five star rating","Romeo Cipriani Gaming"
,,"Called and never got a return call. I guess they don't need the money.","Sabrina Hinton"
,"Yes","Excellent work--very tidy, neat, and professional installation of power boxes and panels needed for hot tub. New outlets put in for kitchen and home office. Repaired bad GFI outdoor receptacles. Very fair price for all work done in a timely and courteous manner. Definitely will use for even larger and smaller upcoming projects. This is the electrican you need. Top notch work, fair price, honest, courteous.","Red Dragonn"
,"Yes","Great quality work! Very honest and arrived in a timely manner. I highly recommend Robin for all electrical services!","Start 2 Finish Woodworking"
,,"One of the best in the business. Professional,,helpful, no price gouging. Just real work that is to help you the customer. Highly recommend.","Roger Redd"
,,"Great people","tabby Allen"
,"Yes","Finished hanging ceiling fan in 1 hour. Did a great job and made sure it was done just as I wanted it. Will use again for sure!","Sarah sasser"
,"Yes","I just wanted to say that Mr. Echols and his crew were fabulous. I requested a quote to run power out to our barn and he came and not only gave a quote but finished the project sooner then was expected. I wanted to surprise my husband with this venture before he came home from his hunting trip. I had mentioned this to Mr. Echols, that I just wanted to at least get a quote before my husband came home. He promptly asked my husband’s return date and not only met it but did so without pressure of me asking. Like I said, above my expectations. The day he came to do the work was the day my husband was returning, he kept asking when I expected his arrival time. He almost met it, would it have not been for the foundation of our garage. I am glad Mr. Echols was just finishing up when my husband pulled in because he could meet Mr. Echols and go over all of the technical stuff that was done. Not only would I recommend his services, I will be using them again soon for an upcoming project. Mr. Echols has made our prestigious list of servicemen we trust, will recommend and will use again. Thank you Mr. Echols for doing a great job and helping me keep the ‘spark’ in my marriage. Lol <— see what I did there? :-)","Jennifer Flory"
,"Yes","Very proficient and very professional service. Mr Echols was timely and reasonably priced. I will continue to use this vendor for all future projects. I high recommend Mr Echols to anyone requiring repair work or new installations. ABSOLUTELY superior service!","William Beardsley"
,"Yes",,"EM H"
,,,"Derek South"
,,"These guys are great! The technician came out the day before Thanksgiving to see what was wrong with my heater. Unfortunately they had to order a part and with the holiday it took a little longer than usual to get it ordered and for the part to come in. But they came and got my heater up and running the same day they received the part. This is the second time I have used them, and they have been very friendly and efficient each time! I would definitely recommend them if you have issues with your heat or air!!","Ashlee Bartley"
,"Yes","Has always been on time to my repair calls!   Extremely fair prices.   Could not be more happy with their service 😊","Felecia Waddell"
,"Yes","I plan to use this company again for any air conditioning or electrical issues I might have. They came out the same day I called, fixed my wiring problem, and the price was very reasonable.   Nice people!","Deborah Walters"
,,"Locally and family owned and does great quality work! I highly recommend this business for all your electrical and air conditioning needs.","Kayla Blanton"
,,,"Ginny Jaggers"
,,"Don’t think you can find anyone to top this place right here! Knows his stuff and has always been very helpful in letting us know what we needed to fix our AC. Gonna be purchasing a new unit down the road and wouldn’t go anywhere else!","nichole keppner"
,,"They did a great job and were fast and also over $400 less expensive than my other estimate. Honest and reliable business.","Jennifer Jay"
,"Yes",,"Sally Stout"
,,,"Chad Andrews"
,,"Excellent, conscientious, good quality, and professional workmanship.  Highly recommended electrical staff that do a great job and do it right!","John Traylor"
,"Yes","Larry Sneed is one of the kindest people I've met and his guys do great work, they get down to business right away and always do a fantastic job. I've never had a problem with their work.","Sharon Ivy"
,,"Very responsive and greatly appreciated!","KC Chillcott"
,,"Can’t speak to the services they provide - but their drivers are dangerous. If that’s how they behave behind the wheel, I’d never trust them to work on my home. Note to the business - I’d monitor your drivers. Their behavior is bad for your business.","Tonalea Carbonette"
,,"Very kind, knowledgeable, reasonably priced. Would definitely recommend and use again. Do NOT have the rude ‘screw you out of your money’ attitude. This guy was friendly and honest; with that ‘southern hospitality’ were being nice and honest comes naturally :)","Margo Satterfield"
,,"Sneed Electric is beyond amazing!! Great prices and very friendly! Great quality work!!","Elizabeth Jones"
,,,"Amanda Boyette"
,,"Tried to call a few times. Left a message. No response or call back. Do not think they are in business anymore.","Matt Roidt"
,,"Great service and great prices will follow up and gives free estimates","M.G. Sturm"
,"Yes","Parker Electrical was very punctual, reliable and professional, hands down, the BEST!   Mr. Parker’s professional and work ethics was outstanding! His work is impeccable and Never cut one corner. Everything was done perfectly and timely!  This job was almost a complete re-wiring of the entire house. From security systems to outdoor lighting, Parker Electrical installed, repaired and in some cases worked actual miracles to make our home safe and amazing!!!
We are so grateful!  We will recommend
Parker’s with 10 thumbs up!!!!!👍","Gail Gibbons"
,"Yes","Mr. Parker was so helpful and did a wonderful job installing sconces in our new home. Thank you so much for all of your help!","Ellen Cates"
,,"Very professional and a great value. Extremely impressed with his quality. He fixed things another electrician had messed up. Parker Electric is my go to electrician from now on!","Marie Lesher"
,,,"Sherry Eady"
,,"Great quality work...","James Hale"
,,"Reliable, Trustworthy, Punctual, Professional & Quality Work!

What more can you ask for? Thanks guys!","Gina Hall"
,,"Honest , friendly an very informative . He was on time an had his license w him if I needed proof , but he was so professional I didn't question it. Thank you so much...","Rebecca L Henderson _kent"
,,"Excellent service, fair pricing, always courteous and goes the extra mile.","kat cannella"
,,,"Hilda Sosa"
,,"The owner of this business is a super guy give him a call.","no body"
,,"I was a first time user, but now I am a lifetime customer.  Showed up on time, was professional, courteous, and efficient.  Very fast work and cleaned everything up. I couldn't be more pleased.","Tamplin John"
,,"We won’t use any other electrician than Ground Control. First thing I enjoy is the politeness I receive. So many businesses now won’t respond to messages left or you receive quick and short responses. Brian and Nathan are honest and not out to rake you over the coals. Their work is superb, always leaving the work area nice and clean. They are punctual and get the job correct the first time.  It’s hard to find someone to trust but you can rest assure you will be impressed with this Veteran Owned Business.","K LP"
,,"Ground control is great! This is the only company that we will have do electric work. Bryan is a super down to earth guy and does excellent work. Would definitely recommend!","Jordan Beattie"
,,"Very professional, efficient, and reasonably priced.  I'm very pleased with their trouble-shooting skills and electrical repairs.  Excellent service!","Cindy Marotta"
,,"Bryan and his crew did an excellent job at my home. They are affordable and very dependable. I would recommend Ground Control to anyone with an electrical issue.","JOJO Cobb"
,,"These guys showed up on time and corrected all of my issues in a timely manner. I recommend Ground Control to anyone who has electrical issues, big or small .","Carrie Cobb"
,,"Bryan and his team are true professionals. They came out and fixes a problem caused by a builder in my home - they could have charged me a small fortune I am sure since I had called around - but they were fair and honest charged me less then half of what other's had quoted without even looking. Love the fact that they are local and veteran owned - As a Military Family little things like that mean the world to us.

I would not turn to anyone else they are the best in town not looking to get rich quick just good honest work, at a fair price.","Rebecca Rogers"
,,"Ground Control was the right choice, I would recommend them to anyone that needs electrical work done.  Price was fair, and the work was on point.  Vary polite, and courteous.","Jacob Jones"
,,"This is a very professional and customer service driven business. The  gentlemen were prompt and courteous as well as efficient. I have never felt so compelled to review a company but feel these guys deserve it. I have had my share of disappointing experiences with various service companies but these guys are seriously professional. I am very confident in recommending this company to anyone who needs a residential electrician.","Erin Johnson"
,,"Nathan was prompt and professional. I appreciate him informing me every step of the way.","U Lyn"
,,"Very Trustworthy!","Gina Hall"
,,"They were very quick and professional. Would recommend them to friends and family!","Nathan Forrest"
,,"We had new lights hung at our store. The guys were efficient, super nice and cleaned up after themselves. They also came to look at the job fast and completed it the day after.
Fantastic.","Southern Brit"
,,,"shelia yearick"
,,"great work reasonable pricing fast service","Michael Fall"
,"Yes","Very professional, great work and reasonably priced!","Arlene Hilburn"
,,"The Buster ain't got nothing on the Weaver","Steve Eggers"
