about,area_service,booking_appointment_link,borough,business_status,category,cid,city,country,country_code,email_1,email_1.emails_validator.status,email_1.emails_validator.status_details,facebook,full_address,google_id,h3,kgmid,latitude,location_link,location_reviews_link,logo,longitude,name,name_for_emails,order_links,other_hours,owner_id,owner_link,owner_title,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,phone.whitepages_phones.fastbackgroundcheck,phone_1,phone_1.phones_enricher.carrier_name,phone_1.phones_enricher.carrier_type,phone_1.whitepages_phones.address,phone_1.whitepages_phones.lookup_type,phone_1.whitepages_phones.name,phone_1.whitepages_phones.phone_type,phone_1.whitepages_phones.source_url,photo,photos_count,place_id,postal_code,query,rating,reviews,reviews_id,reviews_link,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,state,street,street_view,subtypes,time_zone,type,us_state,verified,working_hours,working_hours_old_format,color1,color2
"{""From the business"": {""Identifies as veteran-owned"": true, ""Identifies as women-owned"": true}, ""Service options"": {""Online estimates"": true, ""Onsite services"": true, ""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false, ""Wheelchair accessible restroom"": false, ""Wheelchair accessible seating"": false}, ""Planning"": {""Appointment required"": true}, ""Other"": {""Identifies as veteran-owned"": true, ""Identifies as women-owned"": true}}",False,lamberthomeservices.com/bookings,,OPERATIONAL,Electrician,3.45784e+18,Foley,United States of America,US,caleblambert777@gmail.com,RECEIVING,SMTP validated,https://www.facebook.com/LambertHomeServices/posts/807678763976700/,"16624 Engel Ln, Foley, AL 36535",0x889a1310e0caa8cd:0x2ffcb7217b2b5363,894450524dbffff,/g/11q1vpg1tz,30.4210464,"https://www.google.com/maps/place/Lambert+Home+Services/@30.421046399999998,-87.7403264,14z/data=!4m8!1m2!2m1!1sLambert+Home+Services!3m4!1s0x889a1310e0caa8cd:0x2ffcb7217b2b5363!8m2!3d30.421046399999998!4d-87.7403264","https://www.google.com/maps/place/Lambert+Home+Services/@30.421046399999998,-87.7403264,13.99z/data=!4m16!1m7!3m6!1s0x889a1310e0caa8cd:0x2ffcb7217b2b5363!2sLambert+Home+Services!8m2!3d30.421046399999998!4d-87.7403264!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a1310e0caa8cd:0x2ffcb7217b2b5363!8m2!3d30.421046399999998!4d-87.7403264!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-JhdsOmEP1uE/AAAAAAAAAAI/AAAAAAAAAAA/7bCD2zfaceg/s44-p-k-no-ns-nd/photo.jpg,-87.7403264,Lambert Home Services,Lambert Home Services,lamberthomeservices.com/bookings,,115550397110091225573,https://www.google.com/maps/contrib/115550397110091225573,Lambert Home Services,+1 251-979-1748,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,18508799452,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL,mobile,,,,,,https://lh5.googleusercontent.com/p/AF1QipNXsze60nnujzSFdFREmjvvvcansTrKXsZq4FJk=w800-h500-k-no,21,ChIJzajK4BATmogRY1MreyG3_C8,36535.0,"electrician, 36567, Robertsdale, AL, US",4.3,6.0,3.457839968341939e+18,"https://search.google.com/local/reviews?placeid=ChIJzajK4BATmogRY1MreyG3_C8&q=electrician,+36567,+Robertsdale,+AL,+US&authuser=0&hl=en&gl=US",1.0,0.0,0.0,0.0,5.0,Alabama,16624 Engel Ln,https://lh5.googleusercontent.com/p/AF1QipNXsze60nnujzSFdFREmjvvvcansTrKXsZq4FJk=w1600-h1000-k-no,"Electrician, Handyman/Handywoman/Handyperson",America/Chicago,Electrician,Alabama,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,#f8a01c,#945a04
"{""Service options"": {""Online estimates"": false, ""Language assistance"": ""English""}}",True,,,OPERATIONAL,Electrician,1.66495e+19,,,,coastalelectricservicesllc@gmail.com,RECEIVING,SMTP validated,https://www.facebook.com/coastalelectricservices/,,0x889a13861e77b969:0xe70eda5a936ad15e,89445040b17ffff,/g/11j9347_1z,30.7327891,"https://www.google.com/maps/place/Coastal+Electric+Services+LLC/@30.732789099999998,-87.70195,14z/data=!4m8!1m2!2m1!1sCoastal+Electric+Services+LLC!3m4!1s0x889a13861e77b969:0xe70eda5a936ad15e!8m2!3d30.732789099999998!4d-87.70195","https://www.google.com/maps/place/Coastal+Electric+Services+LLC/@30.732789099999998,-87.70195,13.99z/data=!4m16!1m7!3m6!1s0x889a13861e77b969:0xe70eda5a936ad15e!2sCoastal+Electric+Services+LLC!8m2!3d30.732789099999998!4d-87.70195!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a13861e77b969:0xe70eda5a936ad15e!8m2!3d30.732789099999998!4d-87.70195!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-AE1G1dV8I_s/AAAAAAAAAAI/AAAAAAAAAAA/4RjjpAHiA7k/s44-p-k-no-ns-nd/photo.jpg,-87.70195,Coastal Electric Services LLC,Coastal Electric Services,,,108295250361623719953,https://www.google.com/maps/contrib/108295250361623719953,Coastal Electric Services LLC,+1 251-752-3456,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,,+1 251-752-3456,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,"2905 W Braddock Street, Tampa, Fl 33607",person,Aaron Michael Bodle,Mobile,https://www.zabasearch.com/phone/2517523456/,https://lh5.googleusercontent.com/p/AF1QipO-413I8lr8JqvFC-BhxkhdjEkQtrLvZIkprUgD=w800-h500-k-no,13,ChIJabl3HoYTmogRXtFqk1raDuc,,"electrician, 36580, Summerdale, AL, US",5.0,3.0,-1.7972591187190863e+18,"https://search.google.com/local/reviews?placeid=ChIJabl3HoYTmogRXtFqk1raDuc&q=electrician,+36580,+Summerdale,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,3.0,,,https://lh5.googleusercontent.com/p/AF1QipO-413I8lr8JqvFC-BhxkhdjEkQtrLvZIkprUgD=w1600-h1000-k-no,"Electrician, Electrical installation service, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""7AM-6PM"", ""Sunday"": ""7AM-6PM""}",Monday:7AM-6PM|Tuesday:7AM-6PM|Wednesday:7AM-6PM|Thursday:7AM-6PM|Friday:7AM-6PM|Saturday:7AM-6PM|Sunday:7AM-6PM,#364e81,#64749c
{},True,,,OPERATIONAL,Electrician,1.42785e+19,,,,duesouthelectric@gmail.com,RECEIVING,SMTP validated,https://www.facebook.com/DueSouthElectric/,,0x889bb56de5cf202b:0xc6275b236fadad00,89445009067ffff,/g/11f6h6n0gs,30.731716,"https://www.google.com/maps/place/Due+South+Electric/@30.731716,-87.899299,14z/data=!4m8!1m2!2m1!1sDue+South+Electric!3m4!1s0x889bb56de5cf202b:0xc6275b236fadad00!8m2!3d30.731716!4d-87.899299","https://www.google.com/maps/place/Due+South+Electric/@30.731716,-87.899299,13.99z/data=!4m16!1m7!3m6!1s0x889bb56de5cf202b:0xc6275b236fadad00!2sDue+South+Electric!8m2!3d30.731716!4d-87.899299!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889bb56de5cf202b:0xc6275b236fadad00!8m2!3d30.731716!4d-87.899299!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-Kt14Y1cSuUw/AAAAAAAAAAI/AAAAAAAAAAA/_NNkb0aug6c/s44-p-k-no-ns-nd/photo.jpg,-87.899299,Due South Electric,Due South Electric,,,108465213609952915430,https://www.google.com/maps/contrib/108465213609952915430,Due South Electric,+1 251-599-8430,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,,12515998430,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,"3556 Old 51 Rd Lot 15, Sandoval, Il 62882-2538",person,Misty D Cox,Mobile,https://www.zabasearch.com/phone/2515998430/,https://lh5.googleusercontent.com/p/AF1QipO53TK56pvDrc52JTz8ENQkEoT-GD0uWmEo97-s=w800-h500-k-no,31,ChIJKyDP5W21m4gRAK2tbyNbJ8Y,,"electrician, 36582, Theodore, AL, US",5.0,3.0,-4.168262722352469e+18,"https://search.google.com/local/reviews?placeid=ChIJKyDP5W21m4gRAK2tbyNbJ8Y&q=electrician,+36582,+Theodore,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,3.0,,,https://lh5.googleusercontent.com/p/AF1QipO53TK56pvDrc52JTz8ENQkEoT-GD0uWmEo97-s=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed|Sunday:Closed,#3fa0bf,#7c8c90
{},True,,,OPERATIONAL,Electrician,4.02985e+18,,,,,,,,,0xaad2365dce54fc33:0x37ece2c5d8fa11d6,89445009067ffff,/g/11l292x2hg,30.731721,"https://www.google.com/maps/place/Ritchie+Electric/@30.731721,-87.899299,14z/data=!4m8!1m2!2m1!1sRitchie+Electric!3m4!1s0xaad2365dce54fc33:0x37ece2c5d8fa11d6!8m2!3d30.731721!4d-87.899299","https://www.google.com/maps/place/Ritchie+Electric/@30.731721,-87.899299,13.99z/data=!4m16!1m7!3m6!1s0xaad2365dce54fc33:0x37ece2c5d8fa11d6!2sRitchie+Electric!8m2!3d30.731721!4d-87.899299!16s%2Fg%2F11ckvg1dmb!3m7!1s0xaad2365dce54fc33:0x37ece2c5d8fa11d6!8m2!3d30.731721!4d-87.899299!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-5VPH3VJAqY8/AAAAAAAAAAI/AAAAAAAAAAA/Djh-Kybk5NM/s44-p-k-no-ns-nd/photo.jpg,-87.899299,Ritchie Electric,Ritchie Electric,,,102651422034635800700,https://www.google.com/maps/contrib/102651422034635800700,Ritchie Electric,+1 251-459-3139,,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOlzmV9PQUyK_kt6ScGIk1AYzC7CBgMWC9Sv77u=w800-h500-k-no,18,ChIJM_xUzl020qoR1hH62MXi7Dc,,"electrician, 36582, Theodore, AL, US",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOlzmV9PQUyK_kt6ScGIk1AYzC7CBgMWC9Sv77u=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5AM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-5PM"", ""Sunday"": ""Closed""}",Monday:7AM-5PM|Tuesday:7AM-5PM|Wednesday:7AM-5PM|Thursday:7AM-5AM|Friday:7AM-5PM|Saturday:7AM-5PM|Sunday:Closed,,
{},True,,,OPERATIONAL,Electrician,1.55497e+19,,,,,,,,,0x4d613cf6353a9239:0xd7cb827c6e4dfa18,89445015c13ffff,/g/11y2hglfcs,30.6588654,"https://www.google.com/maps/place/3+Phase+Solutions/@30.6588654,-88.274951,14z/data=!4m8!1m2!2m1!1s3+Phase+Solutions!3m4!1s0x4d613cf6353a9239:0xd7cb827c6e4dfa18!8m2!3d30.6588654!4d-88.274951","https://www.google.com/maps/place/3+Phase+Solutions/@30.6588654,-88.274951,13.99z/data=!4m16!1m7!3m6!1s0x4d613cf6353a9239:0xd7cb827c6e4dfa18!2s3+Phase+Solutions!8m2!3d30.6588654!4d-88.274951!16s%2Fg%2F11ckvg1dmb!3m7!1s0x4d613cf6353a9239:0xd7cb827c6e4dfa18!8m2!3d30.6588654!4d-88.274951!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-1dfdkluXsds/AAAAAAAAAAI/AAAAAAAAAAA/bjsy47A5j50/s44-p-k-no-ns-nd/photo.jpg,-88.274951,3 Phase Solutions,3 Phase Solutions,,,111868424193015190976,https://www.google.com/maps/contrib/111868424193015190976,3 Phase Solutions,+1 251-680-9683,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOaDCfA6KSSvVwQ3TAH-d-i5Ogf6D993RTRcXRz=w800-h500-k-no,32,ChIJOZI6NfY8YU0RGPpNbnyCy9c,,"electrician, 36615, Mobile, AL, US",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOaDCfA6KSSvVwQ3TAH-d-i5Ogf6D993RTRcXRz=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""7:30AM-5PM"", ""Tuesday"": ""7:30AM-5PM"", ""Wednesday"": ""7:30AM-5PM"", ""Thursday"": ""7:30AM-5PM"", ""Friday"": ""7:30AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:7:30AM-5PM|Tuesday:7:30AM-5PM|Wednesday:7:30AM-5PM|Thursday:7:30AM-5PM|Friday:7:30AM-5PM|Saturday:Closed|Sunday:Closed,,
{},True,,,OPERATIONAL,Electrician,4.65304e+17,,,,,,,,,0x8889cd6aa1040fd9:0x675177a24bb2810,8944e89300fffff,/g/11fy_f1jpk,32.5762265,"https://www.google.com/maps/place/D1+Electric%2C+LLC/@32.5762265,-86.6807364,14z/data=!4m8!1m2!2m1!1sD1+Electric%2C+LLC!3m4!1s0x8889cd6aa1040fd9:0x675177a24bb2810!8m2!3d32.5762265!4d-86.6807364","https://www.google.com/maps/place/D1+Electric%2C+LLC/@32.5762265,-86.6807364,13.99z/data=!4m16!1m7!3m6!1s0x8889cd6aa1040fd9:0x675177a24bb2810!2sD1+Electric%2C+LLC!8m2!3d32.5762265!4d-86.6807364!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8889cd6aa1040fd9:0x675177a24bb2810!8m2!3d32.5762265!4d-86.6807364!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-d6ZMdEfagjM/AAAAAAAAAAI/AAAAAAAAAAA/r79SG3lgK1Y/s44-p-k-no-ns-nd/photo.jpg,-86.6807364,"D1 Electric, LLC",D1 Electric,,,118049323473231801032,https://www.google.com/maps/contrib/118049323473231801032,"D1 Electric, LLC",+1 256-339-8603,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMrh2xHrw4BPF57kl19uT_PygVbfJPf8ze7i_mC=w800-h500-k-no,13,ChIJ2Q8EoWrNiYgRECi7JHoXdQY,,"electrician, 35179, Vinemont, AL, US",5.0,3.0,4.653039498724086e+17,"https://search.google.com/local/reviews?placeid=ChIJ2Q8EoWrNiYgRECi7JHoXdQY&q=electrician,+35179,+Vinemont,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,3.0,,,https://lh5.googleusercontent.com/p/AF1QipMrh2xHrw4BPF57kl19uT_PygVbfJPf8ze7i_mC=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""7:30AM-6:30PM"", ""Tuesday"": ""7:30AM-6:30PM"", ""Wednesday"": ""7:30AM-6:30PM"", ""Thursday"": ""7:30AM-6:30PM"", ""Friday"": ""7:30AM-6:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:7:30AM-6:30PM|Tuesday:7:30AM-6:30PM|Wednesday:7:30AM-6:30PM|Thursday:7:30AM-6:30PM|Friday:7:30AM-6:30PM|Saturday:Closed|Sunday:Closed,#768888,#717c84
{},False,,,OPERATIONAL,Electrician,1.36479e+19,Hueytown,United States of America,US,,,,,"217 Virginia Dr, Hueytown, AL 35023",0x8888e7228b7d46d5:0xbd671946bc922d1d,8944e9d816bffff,/g/1q5bp6v6v,33.4387411,"https://www.google.com/maps/place/Johnston+Electrical/@33.4387411,-87.0014881,14z/data=!4m8!1m2!2m1!1sJohnston+Electrical!3m4!1s0x8888e7228b7d46d5:0xbd671946bc922d1d!8m2!3d33.4387411!4d-87.0014881","https://www.google.com/maps/place/Johnston+Electrical/@33.4387411,-87.0014881,13.99z/data=!4m16!1m7!3m6!1s0x8888e7228b7d46d5:0xbd671946bc922d1d!2sJohnston+Electrical!8m2!3d33.4387411!4d-87.0014881!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8888e7228b7d46d5:0xbd671946bc922d1d!8m2!3d33.4387411!4d-87.0014881!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-mRdfh0yYsVI/AAAAAAAAAAI/AAAAAAAAAAA/LwahR5Z1jxU/s44-p-k-no-ns-nd/photo.jpg,-87.0014881,Johnston Electrical,Johnston Electrical,,,100954963511993647094,https://www.google.com/maps/contrib/100954963511993647094,Johnston Electrical,+1 205-533-4541,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPGjHvuKqXfwWy-iUlHh6SyuIPZe20U9ZrxB-kc=w800-h500-k-no,7,ChIJ1UZ9iyLniIgRHS2SvEYZZ70,35023.0,"electrician, 35188, Woodstock, AL, US",4.4,14.0,-4.798839086337873e+18,"https://search.google.com/local/reviews?placeid=ChIJ1UZ9iyLniIgRHS2SvEYZZ70&q=electrician,+35188,+Woodstock,+AL,+US&authuser=0&hl=en&gl=US",2.0,0.0,0.0,1.0,11.0,Alabama,217 Virginia Dr,https://lh5.googleusercontent.com/p/AF1QipPGjHvuKqXfwWy-iUlHh6SyuIPZe20U9ZrxB-kc=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""8AM-6:30PM"", ""Tuesday"": ""8AM-6:30PM"", ""Wednesday"": ""8AM-6:30PM"", ""Thursday"": ""8AM-6:30PM"", ""Friday"": ""8AM-6:30PM"", ""Saturday"": ""9:45AM-4PM"", ""Sunday"": ""Closed""}",Monday:8AM-6:30PM|Tuesday:8AM-6:30PM|Wednesday:8AM-6:30PM|Thursday:8AM-6:30PM|Friday:8AM-6:30PM|Saturday:9:45AM-4PM|Sunday:Closed,,
{},True,,,OPERATIONAL,Electrician,1.59897e+19,,,,,,,,,0x65fed6460657bb7b:0xdde6ea62a69fb570,8944eb34367ffff,/g/11w8s9sd3b,34.5407614,"https://www.google.com/maps/place/AIS+Electric+LLC/@34.5407614,-86.5378544,14z/data=!4m8!1m2!2m1!1sAIS+Electric+LLC!3m4!1s0x65fed6460657bb7b:0xdde6ea62a69fb570!8m2!3d34.5407614!4d-86.5378544","https://www.google.com/maps/place/AIS+Electric+LLC/@34.5407614,-86.5378544,13.99z/data=!4m16!1m7!3m6!1s0x65fed6460657bb7b:0xdde6ea62a69fb570!2sAIS+Electric+LLC!8m2!3d34.5407614!4d-86.5378544!16s%2Fg%2F11ckvg1dmb!3m7!1s0x65fed6460657bb7b:0xdde6ea62a69fb570!8m2!3d34.5407614!4d-86.5378544!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-vLDXuyHnmao/AAAAAAAAAAI/AAAAAAAAAAA/TLktyxv-drw/s44-p-k-no-ns-nd/photo.jpg,-86.5378544,AIS Electric LLC,Ais Electric,,,110418823310295299927,https://www.google.com/maps/contrib/110418823310295299927,AIS Electric LLC,+1 256-300-0097,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMz-XCri5VCqOSlcntwfZIVCFNB9WtRQdokAtU=w800-h500-k-no,7,ChIJe7tXBkbW_mURcLWfpmLq5t0,,"electrician, 35464, Gainesville, AL, US",5.0,7.0,-2.4570188372608476e+18,"https://search.google.com/local/reviews?placeid=ChIJe7tXBkbW_mURcLWfpmLq5t0&q=electrician,+35464,+Gainesville,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,7.0,,,https://lh5.googleusercontent.com/p/AF1QipMz-XCri5VCqOSlcntwfZIVCFNB9WtRQdokAtU=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:7AM-5PM|Tuesday:7AM-5PM|Wednesday:7AM-5PM|Thursday:7AM-5PM|Friday:7AM-5PM|Saturday:Closed|Sunday:Closed,#343c74,#727498
{},False,,,OPERATIONAL,Electrician,2.58684e+18,Fort Payne,United States of America,US,tylerhugheselectric@gmail.com,RECEIVING,SMTP validated,https://www.facebook.com/tylerhugheselectric/,"951 Mallard Dr NE, Fort Payne, AL 35967",0x8861d5c3f2278b47:0x23e64e0f361deeb3,8944ccb4c27ffff,/g/11vln6b2nf,34.4833628,"https://www.google.com/maps/place/Tyler+Hughes+Electric/@34.4833628,-85.64455079999999,14z/data=!4m8!1m2!2m1!1sTyler+Hughes+Electric!3m4!1s0x8861d5c3f2278b47:0x23e64e0f361deeb3!8m2!3d34.4833628!4d-85.64455079999999","https://www.google.com/maps/place/Tyler+Hughes+Electric/@34.4833628,-85.64455079999999,13.99z/data=!4m16!1m7!3m6!1s0x8861d5c3f2278b47:0x23e64e0f361deeb3!2sTyler+Hughes+Electric!8m2!3d34.4833628!4d-85.64455079999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8861d5c3f2278b47:0x23e64e0f361deeb3!8m2!3d34.4833628!4d-85.64455079999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-f1UANnYyj3U/AAAAAAAAAAI/AAAAAAAAAAA/LiTfmlkvtN4/s44-p-k-no-ns-nd/photo.jpg,-85.6445508,Tyler Hughes Electric,Tyler Hughes Electric,,,109303699474764717094,https://www.google.com/maps/contrib/109303699474764717094,Tyler Hughes Electric,+1 256-899-6145,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,,12568996145,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,"3445 Greer Rd, Palo Alto, Ca 94303-4210",person,Tyler Lee Hughes,,https://www.zabasearch.com/phone/2568996145/,https://lh5.googleusercontent.com/p/AF1QipPRQVqq0335qlvDlQn2q1Snk5rSLGlup7ftYJOg=w800-h500-k-no,8,ChIJR4sn8sPVYYgRs-4dNg9O5iM,35967.0,"electrician, 35981, Ider, AL, US",5.0,1.0,2.5868408632103357e+18,"https://search.google.com/local/reviews?placeid=ChIJR4sn8sPVYYgRs-4dNg9O5iM&q=electrician,+35981,+Ider,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,1.0,Alabama,951 Mallard Dr NE,https://lh5.googleusercontent.com/p/AF1QipPRQVqq0335qlvDlQn2q1Snk5rSLGlup7ftYJOg=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""7AM-3PM"", ""Tuesday"": ""7AM-3PM"", ""Wednesday"": ""7AM-3PM"", ""Thursday"": ""7AM-3PM"", ""Friday"": ""7AM-3PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:7AM-3PM|Tuesday:7AM-3PM|Wednesday:7AM-3PM|Thursday:7AM-3PM|Friday:7AM-3PM|Saturday:Closed|Sunday:Closed,#7f7f7f,#909090
{},False,,,OPERATIONAL,Electrician,9.76142e+17,Centre,United States of America,US,,,,,"235 County Rd 482, Centre, AL 35960",0x888a8e81c5ca507b:0xd8bf40194814f80,8944eb4865bffff,/g/1tc_rsj7,34.1602454,"https://www.google.com/maps/place/Pruitt+All+Phase+Electric/@34.1602454,-85.4821544,14z/data=!4m8!1m2!2m1!1sPruitt+All+Phase+Electric!3m4!1s0x888a8e81c5ca507b:0xd8bf40194814f80!8m2!3d34.1602454!4d-85.4821544","https://www.google.com/maps/place/Pruitt+All+Phase+Electric/@34.1602454,-85.4821544,13.99z/data=!4m16!1m7!3m6!1s0x888a8e81c5ca507b:0xd8bf40194814f80!2sPruitt+All+Phase+Electric!8m2!3d34.1602454!4d-85.4821544!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888a8e81c5ca507b:0xd8bf40194814f80!8m2!3d34.1602454!4d-85.4821544!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-W4RckTWDEng/AAAAAAAAAAI/AAAAAAAAAAA/ANY26aZQKAE/s44-p-k-no-ns-nd/photo.jpg,-85.4821544,Pruitt All Phase Electric,Pruitt All Phase Electric,,,106821122338735548779,https://www.google.com/maps/contrib/106821122338735548779,Pruitt All Phase Electric,+1 706-676-7284,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - GA,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNt2NldEXUhPpCDoHnWogA-9uWR2KoAMQc21BDR=w800-h500-k-no,9,ChIJe1DKxYGOiogRgE-BlAH0iw0,35960.0,"electrician, 35983, Leesburg, AL, US",5.0,7.0,9.761420318794915e+17,"https://search.google.com/local/reviews?placeid=ChIJe1DKxYGOiogRgE-BlAH0iw0&q=electrician,+35983,+Leesburg,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,7.0,Alabama,235 County Rd 482,https://lh5.googleusercontent.com/p/AF1QipNt2NldEXUhPpCDoHnWogA-9uWR2KoAMQc21BDR=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",Monday:8AM-6PM|Tuesday:8AM-6PM|Wednesday:8AM-6PM|Thursday:8AM-6PM|Friday:8AM-6PM|Saturday:8AM-6PM|Sunday:Closed,#b4343c,#5ca47c
